dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-04-15 13:00:00,21.99,21.63,1021,53,11.98,8.32,20,10000,3.09,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-15,13
2022-04-15 14:00:00,23.25,22.91,1017,49,11.95,7.27,20,10000,4.12,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-15,14
2022-04-15 15:00:00,23.62,23.37,1020,51,12.9,5.36,20,10000,4.12,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-15,15
2022-04-15 16:00:00,23.65,23.56,1020,57,14.64,3.04,20,10000,5.66,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-15,16
2022-04-15 17:00:00,23.35,23.26,1020,58,14.63,1.37,20,10000,5.66,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-15,17
2022-04-15 18:00:00,22.51,22.41,1020,61,14.62,0.41,0,10000,4.92,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.15,2022-04-15,18
2022-04-15 19:00:00,20.34,20.15,1016,66,13.78,0.0,0,10000,5.14,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-15,19
2022-04-15 20:00:00,18.26,17.84,1017,65,11.58,0.0,0,10000,6.17,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-15,20
2022-04-15 21:00:00,16.83,16.42,1018,71,11.55,0.0,0,10000,6.69,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-15,21
2022-04-15 22:00:00,15.43,15.01,1022,76,11.22,0.0,0,10000,6.17,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-15,22
2022-04-15 23:00:00,14.8,14.37,1018,78,11.01,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-15,23
2022-04-16 00:00:00,14.75,14.29,1018,77,10.76,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,0
2022-04-16 01:00:00,14.4,13.93,1017,78,10.62,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,1
2022-04-16 02:00:00,14.09,13.59,1017,78,10.32,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,2
2022-04-16 03:00:00,13.91,13.37,1015,77,9.95,0.0,0,10000,4.12,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,3
2022-04-16 04:00:00,13.73,13.17,1015,77,9.77,0.0,20,10000,2.57,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-04-16,4
2022-04-16 05:00:00,13.5,12.92,1016,77,9.55,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-04-16,5
2022-04-16 06:00:00,13.4,12.83,1017,78,9.65,0.0,20,10000,3.6,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-16,6
2022-04-16 07:00:00,13.38,12.91,1018,82,10.37,0.29,20,10000,4.63,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-16,7
2022-04-16 08:00:00,15.35,14.9,1018,75,10.95,1.16,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,8
2022-04-16 09:00:00,17.42,16.97,1022,67,11.24,2.77,0,10000,4.63,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,9
2022-04-16 10:00:00,19.9,19.59,1022,63,12.66,4.99,0,10000,2.06,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,10
2022-04-16 11:00:00,21.94,21.6,1019,54,12.22,7.1,0,10000,3.09,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,11
2022-04-16 12:00:00,23.52,23.26,1018,51,12.81,8.48,0,10000,3.09,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,12
2022-04-16 13:00:00,24.29,24.08,1021,50,13.21,8.17,20,10000,3.09,100,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-16,13
2022-04-16 14:00:00,25.05,24.84,1017,47,12.96,7.14,20,10000,2.57,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-04-16,14
2022-04-16 15:00:00,25.18,24.93,1020,45,12.42,5.28,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,15
2022-04-16 16:00:00,25.0,24.78,1020,47,12.92,3.13,0,10000,4.63,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,16
2022-04-16 17:00:00,23.99,23.72,1020,49,12.63,1.42,0,10000,4.63,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,17
2022-04-16 18:00:00,21.84,21.57,1016,57,12.95,0.42,0,10000,4.63,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,18
2022-04-16 19:00:00,17.59,17.21,1016,69,11.84,0.0,0,10000,6.69,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-04-16,19
2022-04-16 20:00:00,15.97,15.58,1017,75,11.55,0.0,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,20
2022-04-16 21:00:00,15.52,14.98,1017,71,10.29,0.0,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,21
2022-04-16 22:00:00,15.07,14.36,1017,66,8.77,0.0,0,10000,3.09,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,22
2022-04-16 23:00:00,15.09,14.27,1017,62,7.87,0.0,0,10000,4.63,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-04-16,23
