dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-12-31 18:00:00,17.43,17.08,1020,71,12.12,0.0,20,10000,12.96,135,21.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,18,
2022-12-31 19:00:00,17.7,17.33,1020,69,11.95,0.0,20,10000,11.62,270,17.88,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,19,
2022-12-31 20:00:00,17.33,16.97,1020,71,12.03,0.0,20,10000,14.75,315,19.67,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,20,
2022-12-31 21:00:00,17.33,16.92,1020,69,11.59,0.0,20,10000,17.43,270,19.67,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,21,
2022-12-31 22:00:00,17.44,17.07,1020,70,11.92,0.0,20,10000,15.2,225,21.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,22,
2022-12-31 23:00:00,17.28,16.84,1020,68,11.33,0.0,20,10000,17.88,292,21.01,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-31,23,
2023-01-01 00:00:00,17.33,16.89,1019,68,11.37,0.0,20,10000,16.54,337,16.54,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,0,
2023-01-01 01:00:00,17.1,16.72,1019,71,11.81,0.0,20,10000,16.99,315,19.22,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,1,
2023-01-01 02:00:00,16.68,16.34,1018,74,12.03,0.0,20,10000,17.43,315,21.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,2,
2023-01-01 03:00:00,17.1,16.75,1018,72,12.02,0.0,20,10000,14.75,270,17.43,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,3,
2023-01-01 04:00:00,17.28,16.92,1017,71,11.98,0.0,20,10000,12.96,270,21.01,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,4,
2023-01-01 05:00:00,17.05,16.66,1017,71,11.76,0.0,20,10000,16.99,315,19.67,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,5,
2023-01-01 06:00:00,17.28,16.87,1017,69,11.55,0.0,20,10000,12.07,225,26.38,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,6,
2023-01-01 07:00:00,17.28,16.92,1017,71,11.98,0.0,20,10000,12.52,315,17.43,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,7,
2023-01-01 08:00:00,17.33,16.97,1017,71,12.03,0.0,20,10000,17.43,225,26.38,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2023-01-01,8,
2023-01-01 09:00:00,17.23,16.89,1017,72,12.14,0.21,20,10000,16.99,225,21.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2023-01-01,9,
2023-01-01 10:00:00,17.98,17.74,1017,73,13.07,0.37,20,10000,21.46,315,22.35,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2023-01-01,10,
2023-01-01 11:00:00,18.33,18.07,1017,71,12.99,0.65,75,10000,25.03,270,25.03,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2023-01-01,11,
2023-01-01 12:00:00,18.06,17.8,1017,72,12.94,0.87,75,10000,16.09,337,22.35,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2023-01-01,12,
2023-01-01 13:00:00,17.69,17.5,1016,76,13.41,0.32,75,8000,23.69,315,23.69,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2023-01-01,13,
2023-01-01 14:00:00,17.51,17.25,1015,74,12.83,0.25,75,8000,16.09,292,33.98,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2023-01-01,14,
2023-01-01 15:00:00,14.88,14.41,1015,76,10.69,0.16,40,6000,9.83,360,18.78,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2023-01-01,15,{'1h': 1}
2023-01-01 16:00:00,15.47,15.14,1015,79,11.85,0.09,75,7000,16.09,225,21.9,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2023-01-01,16,{'1h': 0.36}
2023-01-01 17:00:00,14.91,14.49,1016,78,11.11,0.0,40,9000,13.86,360,14.75,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2023-01-01,17,{'1h': 0.27}
2023-01-01 18:00:00,13.96,13.4,1017,76,9.8,0.0,40,10000,9.39,360,11.62,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2023-01-01,18,{'1h': 0.24}
2023-01-01 19:00:00,13.39,12.72,1018,74,8.86,0.0,40,10000,4.12,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2023-01-01,19,
2023-01-01 20:00:00,13.39,12.72,1019,74,8.86,0.0,40,10000,4.92,360,4.92,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2023-01-01,20,
2023-01-01 21:00:00,12.71,11.99,1020,75,8.4,0.0,20,10000,3.6,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,21,
2023-01-01 22:00:00,12.26,11.5,1021,75,7.96,0.0,20,10000,2.24,309,3.58,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,22,
2023-01-01 23:00:00,12.37,11.41,1021,67,6.42,0.0,20,10000,2.24,360,2.68,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2023-01-01,23,
