dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-09-27 00:00:00,16.35,16.0,1018,75,11.91,0.0,0,10000,7.15,135,11.62,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-27,0
2022-09-27 01:00:00,16.25,15.97,1019,78,12.41,0.0,0,10000,5.81,135,7.6,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-27,1
2022-09-27 02:00:00,16.39,16.2,1020,81,13.12,0.0,0,10000,6.69,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-09-27,2
2022-09-27 03:00:00,15.82,15.62,1018,83,12.94,0.0,20,10000,6.71,135,6.71,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,3
2022-09-27 04:00:00,15.5,15.3,1018,84,12.81,0.0,20,10000,6.17,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,4
2022-09-27 05:00:00,15.57,15.43,1020,86,13.24,0.0,20,10000,6.17,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,5
2022-09-27 06:00:00,15.47,15.16,1019,80,12.04,0.0,20,10000,8.75,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,6
2022-09-27 07:00:00,15.51,15.26,1019,82,12.45,0.0,20,10000,7.72,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,7
2022-09-27 08:00:00,16.95,16.79,1021,80,13.48,0.45,20,10000,11.32,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,8
2022-09-27 09:00:00,18.47,18.28,1020,73,13.55,1.41,20,10000,12.07,360,13.86,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,9
2022-09-27 10:00:00,20.54,20.29,1020,63,13.26,2.88,20,10000,9.26,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,10
2022-09-27 11:00:00,22.07,21.93,1022,61,14.21,4.42,20,10000,6.69,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,11
2022-09-27 12:00:00,22.73,22.44,1020,53,12.67,5.45,20,10000,14.31,157,16.54,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,12
2022-09-27 13:00:00,22.74,22.53,1019,56,13.52,5.46,20,10000,11.62,135,16.09,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,13
2022-09-27 14:00:00,22.47,22.37,1020,61,14.58,4.66,20,10000,9.26,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,14
2022-09-27 15:00:00,22.31,22.27,1020,64,15.18,3.24,20,10000,7.15,27,10.28,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,15
2022-09-27 16:00:00,21.7,21.54,1019,62,14.11,1.78,20,10000,10.73,135,16.09,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,16
2022-09-27 17:00:00,21.24,21.04,1020,62,13.68,0.65,20,10000,11.83,340,16.98,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,17
2022-09-27 18:00:00,20.08,19.89,1020,67,13.77,0.11,20,10000,7.72,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-27,18
2022-09-27 19:00:00,18.28,18.07,1019,73,13.36,0.0,20,10000,7.72,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,19
2022-09-27 20:00:00,17.96,17.87,1021,79,14.27,0.0,20,10000,13.89,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,20
2022-09-27 21:00:00,17.41,17.24,1020,78,13.54,0.0,20,10000,6.17,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-27,21
2022-09-27 22:00:00,17.29,17.14,1020,79,13.62,0.0,40,10000,5.81,135,9.39,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-27,22
2022-09-27 23:00:00,17.29,17.14,1019,79,13.62,0.0,40,10000,9.83,360,9.83,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-27,23
2022-09-28 00:00:00,17.29,17.14,1020,79,13.62,0.0,75,10000,13.86,360,13.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-28,0
2022-09-28 01:00:00,17.42,17.31,1021,80,13.94,0.0,20,10000,4.12,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-28,1
2022-09-28 02:00:00,17.15,17.06,1021,82,14.05,0.0,20,10000,5.14,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-28,2
2022-09-28 03:00:00,17.42,17.38,1020,83,14.51,0.0,20,10000,5.81,329,8.94,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-28,3
2022-09-28 04:00:00,17.16,17.12,1020,84,14.44,0.0,20,10000,5.14,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-28,4
2022-09-28 05:00:00,17.28,17.18,1019,81,13.99,0.0,75,10000,7.72,350,12.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-28,5
2022-09-28 06:00:00,17.23,17.1,1019,80,13.75,0.0,75,10000,14.92,360,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-28,6
2022-09-28 07:00:00,17.27,16.96,1019,73,12.39,0.0,20,10000,11.32,350,16.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-28,7
2022-09-28 08:00:00,18.54,18.36,1019,73,13.61,0.27,20,10000,10.73,135,14.75,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-28,8
2022-09-28 09:00:00,19.38,19.31,1021,74,14.63,0.85,75,10000,8.23,350,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,9
2022-09-28 10:00:00,19.83,19.7,1019,70,14.2,1.63,75,10000,10.29,360,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,10
2022-09-28 11:00:00,20.47,20.37,1019,69,14.59,2.5,75,10000,8.23,360,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,11
2022-09-28 12:00:00,20.95,20.88,1020,68,14.83,3.08,75,10000,9.26,350,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,12
2022-09-28 13:00:00,21.62,21.48,1020,63,14.28,4.94,40,10000,9.77,350,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-09-28,13
2022-09-28 14:00:00,21.64,21.45,1018,61,13.8,4.21,75,10000,10.28,135,14.75,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,14
2022-09-28 15:00:00,21.19,21.04,1019,64,14.12,2.92,75,10000,9.77,340,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,15
2022-09-28 16:00:00,20.51,20.34,1017,66,13.95,1.72,75,10000,16.09,135,16.54,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-09-28,16
2022-09-28 17:00:00,20.19,20.01,1017,67,13.87,0.63,40,10000,8.75,340,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-09-28,17
2022-09-28 18:00:00,19.54,19.4,1017,71,14.15,0.11,40,10000,8.75,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-09-28,18
2022-09-28 19:00:00,18.46,18.42,1019,79,14.75,0.0,40,10000,7.72,340,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-28,19
2022-09-28 20:00:00,18.36,18.37,1019,81,15.04,0.0,40,10000,6.69,340,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-28,20
2022-09-28 21:00:00,17.66,17.75,1020,87,15.47,0.0,20,10000,2.68,332,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-28,21
2022-09-28 22:00:00,17.68,17.75,1019,86,15.31,0.0,75,10000,4.63,330,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-28,22
2022-09-28 23:00:00,17.98,18.05,1019,85,15.42,0.0,40,10000,3.09,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-28,23
