dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-05-05 01:00:00,17.45,16.56,1013,50,6.93,0.0,0,10000,2.06,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,1,
2022-05-05 02:00:00,17.36,16.51,1013,52,7.42,0.0,0,10000,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,2,
2022-05-05 03:00:00,16.9,15.95,1013,50,6.42,0.0,0,10000,5.14,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,3,
2022-05-05 04:00:00,16.87,16.02,1013,54,7.52,0.0,0,10000,4.12,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,4,
2022-05-05 05:00:00,15.99,15.16,1013,58,7.74,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,5,
2022-05-05 06:00:00,15.65,14.89,1015,62,8.4,0.0,0,10000,3.6,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,6,
2022-05-05 07:00:00,15.14,14.56,1017,71,9.93,0.43,20,10000,6.69,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-05-05,7,
2022-05-05 08:00:00,17.77,17.27,1017,64,10.88,1.39,0,10000,4.12,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,8,
2022-05-05 09:00:00,19.49,19.06,1021,60,11.53,3.02,0,10000,5.14,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,9,
2022-05-05 10:00:00,21.76,21.43,1018,55,12.33,4.95,0,10000,4.63,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,10,
2022-05-05 11:00:00,22.87,22.57,1021,52,12.5,6.83,0,10000,3.09,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,11,
2022-05-05 12:00:00,24.59,24.33,1021,47,12.54,8.04,20,10000,3.6,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-05-05,12,
2022-05-05 13:00:00,25.93,25.7,1016,43,12.4,7.59,0,10000,3.6,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,13,
2022-05-05 14:00:00,24.87,24.67,1017,48,13.12,6.72,0,10000,5.66,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,14,
2022-05-05 15:00:00,25.0,24.78,1020,47,12.92,5.09,0,10000,5.66,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,15,
2022-05-05 16:00:00,25.27,24.98,1021,43,11.81,3.05,0,10000,5.14,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,16,
2022-05-05 17:00:00,24.25,23.91,1021,45,11.57,1.52,0,10000,4.92,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,17,8.49
2022-05-05 18:00:00,22.45,22.08,1017,51,11.82,0.55,0,10000,6.69,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,18,
2022-05-05 19:00:00,19.93,19.57,1016,61,12.19,0.12,0,10000,6.69,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-05,19,
2022-05-05 20:00:00,17.94,17.36,1018,60,10.07,0.0,0,10000,6.69,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,20,
2022-05-05 21:00:00,17.17,16.43,1018,57,8.59,0.0,0,10000,6.17,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,21,
2022-05-05 22:00:00,16.77,15.99,1019,57,8.22,0.0,0,10000,5.14,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,22,
2022-05-05 23:00:00,16.9,16.06,1017,54,7.54,0.0,0,10000,4.63,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-05,23,
