dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-12-12 15:00:00,18.58,18.97,1008,95,17.76,0.31,75,4500,9.26,230,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,{'1h': 1.15},2022-12-12,15
2022-12-12 16:00:00,18.75,19.13,1008,94,17.76,0.1,75,4000,10.29,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",15.95,{'1h': 0.36},2022-12-12,16
2022-12-12 17:00:00,18.58,18.97,1009,95,17.76,0.0,75,3000,8.75,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,{'1h': 0.15},2022-12-12,17
2022-12-12 18:00:00,18.24,18.65,1009,97,17.76,0.0,75,6000,8.75,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.86},2022-12-12,18
2022-12-12 19:00:00,18.24,18.65,1009,97,17.76,0.0,75,4500,7.72,220,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,2022-12-12,19
2022-12-12 20:00:00,18.53,18.97,1009,97,18.04,0.0,75,2500,7.72,230,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,2022-12-12,20
2022-12-12 21:00:00,18.47,18.91,1009,97,17.99,0.0,75,3000,8.23,220,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.65},2022-12-12,21
2022-12-12 22:00:00,18.53,18.97,1009,97,18.04,0.0,75,3000,9.26,220,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,2022-12-12,22
2022-12-12 23:00:00,18.53,18.97,1008,97,18.04,0.0,75,4500,8.75,220,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.86},2022-12-12,23
2022-12-13 00:00:00,18.53,18.97,1008,97,18.04,0.0,75,3000,7.2,220,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,2022-12-13,0
2022-12-13 01:00:00,18.24,18.65,1008,97,17.76,0.0,75,3000,8.23,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.36},2022-12-13,1
2022-12-13 02:00:00,18.24,18.63,1007,96,17.59,0.0,75,4000,7.72,230,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 1.33},2022-12-13,2
2022-12-13 03:00:00,18.04,18.43,1007,97,17.56,0.0,75,6000,8.75,220,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.33},2022-12-13,3
2022-12-13 04:00:00,17.78,18.15,1006,97,17.3,0.0,75,6000,8.23,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.32},2022-12-13,4
2022-12-13 05:00:00,17.78,18.15,1005,97,17.3,0.0,40,2000,8.23,210,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",13.38,{'1h': 1.15},2022-12-13,5
2022-12-13 06:00:00,17.41,17.74,1004,97,16.93,0.0,40,2200,5.14,260,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",,{'1h': 1.15},2022-12-13,6
2022-12-13 07:00:00,17.01,17.3,1004,97,16.53,0.0,40,10000,6.69,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-12-13,7
2022-12-13 08:00:00,17.22,17.53,1004,97,16.74,0.0,75,6000,7.15,273,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",10.28,,2022-12-13,8
2022-12-13 09:00:00,18.01,18.35,1004,95,17.2,0.02,75,8000,8.23,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-12-13,9
2022-12-13 10:00:00,18.19,18.57,1005,96,17.54,0.35,75,8000,9.26,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-12-13,10
2022-12-13 11:00:00,18.57,18.94,1005,94,17.59,0.63,75,8000,8.23,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-12-13,11
2022-12-13 12:00:00,18.43,18.84,1003,96,17.78,0.84,75,1500,7.72,210,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,{'1h': 1.54},2022-12-13,12
2022-12-13 13:00:00,18.27,18.69,1002,97,17.79,2.0,75,6000,10.8,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",15.95,,2022-12-13,13
2022-12-13 14:00:00,18.76,19.17,1001,95,17.94,1.59,75,2000,10.8,220,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,2022-12-13,14
2022-12-13 15:00:00,16.38,16.61,1003,97,15.9,0.95,75,2500,9.26,250,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,2022-12-13,15
2022-12-13 16:00:00,18.05,18.39,1003,95,17.24,0.38,40,10000,8.23,240,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-12-13,16
2022-12-13 17:00:00,17.42,17.54,1005,89,15.59,0.0,20,10000,6.69,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-12-13,17
2022-12-13 18:00:00,17.14,17.29,1006,91,15.66,0.0,40,10000,6.69,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-12-13,18
2022-12-13 19:00:00,17.01,17.14,1007,91,15.53,0.0,40,10000,5.14,250,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-12-13,19
2022-12-13 20:00:00,16.94,17.09,1008,92,15.63,0.0,20,10000,3.6,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-12-13,20
2022-12-13 21:00:00,16.58,16.77,1008,95,15.78,0.0,75,10000,3.6,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-12-13,21
2022-12-13 22:00:00,16.58,16.77,1008,95,15.78,0.0,40,10000,4.12,220,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,,2022-12-13,22
2022-12-13 23:00:00,16.45,16.61,1008,94,15.48,0.0,20,10000,3.6,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-12-13,23
