dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-11-29 11:00:00,14.01,13.16,1022,65,7.54,1.33,0,10000,3.6,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,11,
2022-11-29 12:00:00,15.18,14.35,1021,61,7.72,1.78,0,10000,3.13,157,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.15,2022-11-29,12,
2022-11-29 13:00:00,15.86,15.09,1023,61,8.36,1.89,0,10000,4.12,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,13,
2022-11-29 14:00:00,16.19,15.38,1019,58,7.93,1.52,0,10000,7.15,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.15,2022-11-29,14,
2022-11-29 15:00:00,15.84,15.12,1022,63,8.82,0.92,0,10000,5.14,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,15,
2022-11-29 16:00:00,15.85,15.06,1018,60,8.11,0.45,20,10000,5.81,135,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",8.49,2022-11-29,16,
2022-11-29 17:00:00,14.33,13.62,1022,69,8.73,0.0,0,10000,3.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,17,
2022-11-29 18:00:00,13.28,12.49,1022,70,7.93,0.0,0,10000,3.09,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,18,
2022-11-29 19:00:00,12.58,11.77,1022,72,7.67,0.0,0,10000,3.09,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,19,
2022-11-29 20:00:00,12.1,11.25,1018,72,7.21,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,20,
2022-11-29 21:00:00,12.13,11.33,1022,74,7.64,0.0,0,10000,3.13,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.92,2022-11-29,21,
2022-11-29 22:00:00,12.13,11.33,1022,74,7.64,0.0,40,10000,2.68,315,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",4.47,2022-11-29,22,
2022-11-29 23:00:00,10.6,9.7,1017,76,6.55,0.0,20,10000,2.06,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-29,23,
2022-11-30 00:00:00,10.79,9.86,1016,74,6.35,0.0,20,10000,2.06,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-30,0,
2022-11-30 01:00:00,9.91,9.51,1016,79,6.44,0.0,20,10000,1.54,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-30,1,
2022-11-30 02:00:00,10.66,9.77,1014,76,6.61,0.0,75,10000,1.79,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",1.79,2022-11-30,2,
2022-11-30 03:00:00,9.88,9.47,1015,84,7.31,0.0,75,10000,1.54,100,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-30,3,
2022-11-30 04:00:00,10.63,9.92,1015,83,7.87,0.0,75,10000,1.03,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-30,4,
2022-11-30 05:00:00,9.7,9.48,1014,83,6.96,0.0,20,10000,1.34,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",1.79,2022-11-30,5,
2022-11-30 06:00:00,9.59,8.29,1014,85,7.2,0.0,20,10000,2.57,110,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-30,6,
2022-11-30 07:00:00,9.69,9.25,1013,83,6.95,0.0,20,10000,1.54,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-30,7,
2022-11-30 08:00:00,9.81,9.81,1018,89,8.09,0.0,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-11-30,8,
2022-11-30 09:00:00,10.41,9.67,1014,83,7.65,0.16,20,10000,1.54,70,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-11-30,9,
2022-11-30 10:00:00,11.13,10.47,1014,83,8.36,0.25,40,10000,3.6,170,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-11-30,10,
2022-11-30 11:00:00,12.64,12.05,1011,80,9.28,0.44,75,10000,5.36,270,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",5.36,2022-11-30,11,
2022-11-30 12:00:00,12.94,12.59,1015,88,11.0,0.59,75,3000,14.31,315,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",14.31,2022-11-30,12,
2022-11-30 13:00:00,13.78,13.56,1015,90,12.17,0.56,75,2500,9.83,270,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",14.31,2022-11-30,13,
2022-11-30 14:00:00,14.18,14.06,1014,92,12.9,0.45,75,2500,8.49,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",16.54,2022-11-30,14,
2022-11-30 15:00:00,14.07,13.96,1013,93,12.96,0.27,75,2000,16.09,315,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",16.09,2022-11-30,15,
2022-11-30 16:00:00,13.86,13.76,1012,94,12.91,0.18,75,3500,9.39,292,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",9.39,2022-11-30,16,
2022-11-30 17:00:00,14.23,14.19,1012,95,13.44,0.0,75,2000,4.63,330,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-11-30,17,
2022-11-30 18:00:00,13.76,13.67,1012,95,12.97,0.0,75,6000,5.36,135,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",5.36,2022-11-30,18,
2022-11-30 19:00:00,12.78,12.62,1012,96,12.16,0.0,75,7000,4.12,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-30,19,
2022-11-30 20:00:00,12.24,12.03,1013,96,11.62,0.0,75,2000,3.13,135,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",4.47,2022-11-30,20,
2022-11-30 21:00:00,12.16,11.94,1013,96,11.54,0.0,75,1500,4.12,40,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,2022-11-30,21,{'1h': 0.18}
2022-11-30 22:00:00,11.75,11.49,1013,96,11.13,0.0,75,2000,7.15,135,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",7.6,2022-11-30,22,
2022-11-30 23:00:00,11.37,11.07,1013,96,10.76,0.0,100,2000,4.92,135,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",7.15,2022-11-30,23,
