dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2023-01-26 23:00:00,7.78,4.49,1018,71,2.86,0.0,0,10000,5.81,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",8.49,,2023-01-26,23
2023-01-27 00:00:00,7.65,4.68,1018,73,3.12,0.0,0,10000,4.92,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",5.36,,2023-01-27,0
2023-01-27 01:00:00,7.84,5.05,1017,69,2.51,0.0,0,10000,4.63,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,1
2023-01-27 02:00:00,7.45,4.13,1017,69,2.14,0.0,0,10000,5.66,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,2
2023-01-27 03:00:00,8.12,5.18,1017,67,2.37,0.0,0,10000,5.14,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,3
2023-01-27 04:00:00,8.27,4.81,1017,65,2.09,0.0,0,10000,6.71,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",9.39,,2023-01-27,4
2023-01-27 05:00:00,8.1,4.19,1017,65,1.92,0.0,0,10000,8.05,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",9.39,,2023-01-27,5
2023-01-27 06:00:00,7.43,5.06,1017,66,1.5,0.0,0,10000,3.6,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,6
2023-01-27 07:00:00,7.0,4.54,1018,72,2.3,0.0,0,10000,3.6,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,7
2023-01-27 08:00:00,6.13,2.69,1019,75,2.04,0.0,20,10000,5.14,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2023-01-27,8
2023-01-27 09:00:00,7.64,4.8,1019,73,3.12,0.38,20,10000,4.63,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2023-01-27,9
2023-01-27 10:00:00,9.55,6.45,1020,68,3.94,0.93,20,10000,6.69,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2023-01-27,10
2023-01-27 11:00:00,11.12,9.91,1020,62,4.12,1.6,20,10000,7.6,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",11.62,,2023-01-27,11
2023-01-27 12:00:00,12.35,11.18,1019,59,4.57,2.07,20,10000,9.39,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",9.39,,2023-01-27,12
2023-01-27 13:00:00,13.79,12.63,1018,54,4.65,2.21,20,10000,13.86,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13.86,,2023-01-27,13
2023-01-27 14:00:00,13.41,12.29,1018,57,5.07,1.81,20,10000,14.75,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",14.75,,2023-01-27,14
2023-01-27 15:00:00,13.3,12.2,1017,58,5.22,1.15,20,10000,9.77,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2023-01-27,15
2023-01-27 16:00:00,12.77,11.7,1017,61,5.45,0.51,20,10000,11.62,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",19.22,,2023-01-27,16
2023-01-27 17:00:00,12.24,11.14,1017,62,5.18,0.12,20,10000,10.28,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",17.43,,2023-01-27,17
2023-01-27 18:00:00,10.79,9.67,1018,67,4.92,0.0,20,10000,8.49,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",12.52,,2023-01-27,18
2023-01-27 19:00:00,10.45,9.33,1018,68,4.8,0.0,20,10000,8.49,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",12.96,,2023-01-27,19
2023-01-27 20:00:00,9.7,6.27,1018,69,4.29,0.0,20,10000,8.05,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",9.83,,2023-01-27,20
2023-01-27 21:00:00,9.66,7.11,1019,66,3.62,0.0,20,10000,5.14,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2023-01-27,21
2023-01-27 22:00:00,9.21,6.36,1019,66,3.2,0.0,20,10000,5.66,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2023-01-27,22
2023-01-27 23:00:00,9.35,6.53,1018,62,2.45,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2023-01-27,23
