dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,date,hour
2022-05-04 08:00:00,18.71,18.07,1009,55,9.5,1.29,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,8
2022-05-04 09:00:00,18.98,18.4,1012,56,10.02,2.81,0,10000,6.17,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,9
2022-05-04 10:00:00,21.29,20.73,1011,48,9.85,4.73,0,10000,5.66,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,10
2022-05-04 11:00:00,22.83,22.34,1011,45,10.29,6.52,20,10000,5.14,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-04,11
2022-05-04 12:00:00,23.3,22.83,1012,44,10.38,7.68,20,10000,5.66,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-04,12
2022-05-04 13:00:00,24.07,23.63,1011,42,10.37,8.01,20,10000,5.14,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-04,13
2022-05-04 14:00:00,24.96,24.48,1010,37,9.28,7.08,0,10000,8.23,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,14
2022-05-04 15:00:00,24.67,24.21,1011,39,9.8,5.37,0,10000,10.29,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,15
2022-05-04 16:00:00,23.96,23.48,1011,41,9.91,3.43,0,10000,8.23,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,16
2022-05-04 17:00:00,23.7,23.14,1011,39,8.94,1.71,0,10000,8.75,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,17
2022-05-04 18:00:00,22.26,21.72,1012,45,9.77,0.61,0,10000,9.77,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,18
2022-05-04 19:00:00,20.79,20.07,1013,44,8.11,0.12,0,10000,9.26,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-04,19
2022-05-04 20:00:00,19.1,18.29,1013,47,7.54,0.0,0,10000,8.75,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-04,20
2022-05-04 21:00:00,18.53,17.74,1016,50,7.92,0.0,0,10000,7.72,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-04,21
2022-05-04 22:00:00,17.67,16.82,1015,51,7.42,0.0,0,10000,7.2,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-04,22
2022-05-04 23:00:00,17.22,16.38,1015,53,7.57,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-04,23
