dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-07-09 22:00:00,27.41,26.6,1018,28,7.31,0.0,0,10000,6.17,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-09,22
2022-07-09 23:00:00,27.41,26.6,1018,28,7.31,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-09,23
2022-07-10 00:00:00,26.41,26.41,1018,28,6.45,0.0,0,10000,12.52,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",12.52,2022-07-10,0
2022-07-10 01:00:00,25.41,24.84,1018,32,7.53,0.0,0,10000,5.81,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",7.6,2022-07-10,1
2022-07-10 02:00:00,24.41,23.82,1017,35,7.97,0.0,0,10000,3.09,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,2
2022-07-10 03:00:00,25.41,24.82,1016,31,7.07,0.0,0,10000,3.09,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,3
2022-07-10 04:00:00,24.42,23.91,1016,38,9.2,0.0,0,10000,4.63,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,4
2022-07-10 05:00:00,23.44,23.15,1016,50,12.43,0.0,0,10000,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,5
2022-07-10 06:00:00,24.01,23.64,1016,45,11.36,0.15,0,10000,6.69,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,6
2022-07-10 07:00:00,24.89,24.58,1016,44,11.81,0.72,0,10000,6.17,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,7
2022-07-10 08:00:00,28.0,27.05,1015,29,8.33,2.0,0,10000,6.17,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,8
2022-07-10 09:00:00,29.81,28.58,1016,30,10.38,4.06,0,10000,7.2,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,9
2022-07-10 10:00:00,32.93,31.02,1014,22,8.41,6.33,0,10000,7.72,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,10
2022-07-10 11:00:00,33.28,31.39,1014,22,8.7,8.55,0,10000,8.23,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,11
2022-07-10 12:00:00,33.83,32.08,1014,23,9.82,9.95,0,10000,9.26,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,12
2022-07-10 13:00:00,34.21,32.28,1014,21,8.78,9.77,0,10000,9.26,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,13
2022-07-10 14:00:00,33.85,31.8,1014,20,7.77,8.72,0,10000,9.77,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,14
2022-07-10 15:00:00,33.05,31.06,1014,21,7.83,6.73,0,10000,8.23,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,15
2022-07-10 16:00:00,32.2,30.22,1014,21,7.13,4.37,0,10000,13.86,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",13.86,2022-07-10,16
2022-07-10 17:00:00,31.92,29.78,1013,17,3.86,2.32,0,10000,9.83,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",14.31,2022-07-10,17
2022-07-10 18:00:00,29.95,28.17,1013,19,3.84,0.91,0,10000,10.28,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",12.07,2022-07-10,18
2022-07-10 19:00:00,28.12,26.8,1013,19,2.35,0.23,0,10000,6.69,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,19
2022-07-10 20:00:00,25.94,25.37,1015,30,7.05,0.0,0,10000,5.66,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-10,20
2022-07-10 21:00:00,23.51,22.88,1013,37,7.99,0.0,0,10000,8.05,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",8.05,2022-07-10,21
2022-07-10 22:00:00,22.07,21.59,1014,48,10.56,0.0,0,10000,4.63,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,22
2022-07-10 23:00:00,20.48,20.12,1014,59,12.2,0.0,0,10000,5.14,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-10,23
